"Name","Address","City_State_ZIP","ZIP","Number_of_Sites","Url","House.district","Senate.district","full_address","lat","long","County"
"Shady Acres Mobile Home Park","403 Sycamore St.,","Albany, IL",61230,"48","https://www.mhvillage.com/parks/11539","73","37","403 Sycamore St., Albany, IL 61230",41.785579087113,-90.21326792902,"Whiteside County"
"Hes Mobile Home Park","709 North College Lane,","Aledo, IL",61231,"9","https://www.mhvillage.com/parks/11694","94","47","709 North College Lane, Aledo, IL 61231",41.20740572865,-90.749413084139,"Mercer County"
"Whitehouse Mobile Home Park","109 South Pearl Street,","Atkinson, IL",61235,"25","https://www.mhvillage.com/parks/37543","73","37","109 South Pearl Street, Atkinson, IL 61235",41.41563637248,-90.012802225544,"Henry County"
"Village on the Avenue","1040 42nd Avenue,","East Moline, IL",61244,"Not found","https://www.mhvillage.com/parks/11209","72","36","1040 42nd Avenue, East Moline, IL 61244",41.489971413038,-90.437655624655,"Rock Island County"
"East Street Mobile Home Park","11th St &Amp; E St,","Erie, IL",61250,"Not found","https://www.mhvillage.com/parks/107396","73","37","11th St &Amp; E St, Erie, IL 61250",41.656481812545,-90.08245965894,"Whiteside County"
"Green Acres Mobile Estates","37 Green Acres,","Geneseo, IL",61254,"39","https://www.mhvillage.com/parks/10581","73","37","37 Green Acres, Geneseo, IL 61254",41.464642217134,-90.173263033001,"Henry County"
"Sun Retreats Rock River","3333 290th Street North,","Hillsdale, IL",61257,"489","https://www.mhvillage.com/parks/105837","73","37","3333 290th Street North, Hillsdale, IL 61257",41.548862448683,-90.215952065874,"Rock Island County"
"Joy Trailer Park","E Edwards And Drury St,","Joy, IL",61260,"Not found","https://www.mhvillage.com/parks/107052","94","47","E Edwards And Drury St, Joy, IL 61260",41.200148999319,-90.877091023548,"Mercer County"
"Woodland Mobile Home Park","1511 Coyne Center Road,","Milan, IL",61264,"248","https://www.mhvillage.com/parks/11222","71","36","1511 Coyne Center Road, Milan, IL 61264",41.413652459818,-90.565697956162,"Rock Island County"
"Airview Mobile Home Park","5111 78th Avenue,","Milan, IL",61264,"126","https://www.mhvillage.com/parks/11213","72","36","5111 78th Avenue, Milan, IL 61264",41.439857180901,-90.522592426521,"Rock Island County"
"Honeycutt Hill Mobile Home Park","13964 Round Grove Rd,","Morrison, IL",61270,"Not found","https://www.mhvillage.com/parks/106858","74","37","13964 Round Grove Rd, Morrison, IL 61270",41.786436639627,-89.869618113092,"Whiteside County"
"O'Connell's RV Resort","970 Green Wing Road,","Amboy, IL",61310,"636","https://www.mhvillage.com/parks/10838","74","37","970 Green Wing Road, Amboy, IL 61310",41.725344258233,-89.259765087282,"Lee County"
"Hilltop Mobile Home Court","235 North Rock Island Stret,","Bureau, IL",61315,"Not found","https://www.mhvillage.com/parks/10172","105","53","235 North Rock Island Stret, Bureau, IL 61315",41.28964714766,-89.365010107572,"Bureau County"
"Oak Park Estates","218 School Road,","Granville, IL",61326,"150","https://www.mhvillage.com/parks/11171","105","53","218 School Road, Granville, IL 61326",41.263992549588,-89.231357627947,"Putnam County"
"Belle Aire Estates","823 Belle Aire Street,","Marseilles, IL",61341,"73","https://www.mhvillage.com/parks/10745","75","38","823 Belle Aire Street, Marseilles, IL 61341",41.336348010849,-88.699336959375,"LaSalle County"
"Ottawa Estates Mobile Home Park","1570 N 30th Rd Unit O,","Ottawa, IL",61350,"100","https://www.mhvillage.com/parks/10761","76","38","1570 N 30th Rd Unit O, Ottawa, IL 61350",41.368139982861,-88.860737964912,"LaSalle County"
"Maple Acres Mobile Home Park","2137 Westmore Drive,","Princeton, IL",61356,"99","https://www.mhvillage.com/parks/10177","73","37","2137 Westmore Drive, Princeton, IL 61356",41.395598678568,-89.49012518371,"Bureau County"
"Country Acres Estates","2464 East 29th Road,","Seneca, IL",61360,"125","https://www.mhvillage.com/parks/10767","106","53","2464 East 29th Road, Seneca, IL 61360",41.291107317103,-88.601300794911,"LaSalle County"
"Carriage Lane Estates","1913 Barr Street,","Streator, IL",61364,"134","https://www.mhvillage.com/parks/10776","105","53","1913 Barr Street, Streator, IL 61364",41.09586999337,-88.824057750788,"Livingston County"
"North Gate Mh Park","1732 N Baker St,","Streator, IL",61364,"Not found","https://www.mhvillage.com/parks/57678","106","53","1732 N Baker St, Streator, IL 61364",41.141585773389,-88.833737507851,"LaSalle County"
"Southtown","1814 Carr St,","Streator, IL",61364,"Not found","https://www.mhvillage.com/parks/107318","105","53","1814 Carr St, Streator, IL 61364",41.097254055132,-88.827282771853,"Livingston County"
"Country Elms","654 Us Highway 150 E.,","Galesburg, IL",61401,"177","https://www.mhvillage.com/parks/10728","71","36","654 Us Highway 150 E., Galesburg, IL 61401",40.921687549409,-90.316584943941,"Knox County"
"Reecy's Mobile Home Park","835 West 6th Street,","Kewanee, IL",61443,"100","https://www.mhvillage.com/parks/10584","93","47","835 West 6th Street, Kewanee, IL 61443",41.248537474893,-89.935735822625,"Henry County"
"Country Aire Estates","9825 Us Highway 136,","Macomb, IL",61455,"50","https://www.mhvillage.com/parks/11029","94","47","9825 Us Highway 136, Macomb, IL 61455",40.450248117768,-90.718072154894,"McDonough County"
"Raintree Mobile Home Park","48 Raintree Trailer Court,","Macomb, IL",61455,"Not found","https://www.mhvillage.com/parks/11038","71","36","48 Raintree Trailer Court, Macomb, IL 61455",40.4573545,-90.6702574,"McDonough County"
"Shady Lakes Campground","3355 75Thâ Ave,","New Windsor, IL",61465,"342","https://www.mhvillage.com/parks/128140","71","36","3355 75Thâ Ave, New Windsor, IL 61465",41.2054793,-90.4451384,"Mercer County"
"Esquire Estates Mobile Home Park","1 Esquire Est,","Brimfield, IL",61517,"Not found","https://www.mhvillage.com/parks/11145","93","47","1 Esquire Est, Brimfield, IL 61517",40.831319485247,-89.872115249686,"Peoria County"
"Lake Drive Park","24387 N Carver Rd,","Canton, IL",61520,"Not found","https://www.mhvillage.com/parks/58054","93","47","24387 N Carver Rd, Canton, IL 61520",40.545223295011,-89.988599731582,"Fulton County"
"Pinewood Estates","100 Pinewood Estates,","Chillicothe, IL",61523,"206","https://www.mhvillage.com/parks/11141","73","37","100 Pinewood Estates, Chillicothe, IL 61523",40.879200017489,-89.552329969384,"Peoria County"
"Chillicothe Mobile Home Park","611 W Matthew St,","Chillicothe, IL",61523,"37","https://www.mhvillage.com/parks/11140","105","53","611 W Matthew St, Chillicothe, IL 61523",40.92948900579,-89.490154520371,"Peoria County"
"Autumn Ridge Estates","420 Abens Ave,","Henry, IL",61537,"57","https://www.mhvillage.com/parks/11010","105","53","420 Abens Ave, Henry, IL 61537",41.096693305809,-89.403425794748,"Marshall County"
"EEE Mobile Village","16088 E Us 24 Highway,","Lewistown, IL",61542,"Not found","https://www.mhvillage.com/parks/107042","94","47","16088 E Us 24 Highway, Lewistown, IL 61542",40.393518726525,-90.141485058768,"Fulton County"
"Broadview Communities Lake Wildwind","103 Hollyhock Lane,","Metamora, IL",61548,"140","https://www.mhvillage.com/parks/11658","105","53","103 Hollyhock Lane, Metamora, IL 61548",40.81771242936,-89.452383820644,"Woodford County"
"Royal Oaks Estates","2109 N Abbey Circle,","Peoria, IL",61604,"585","https://www.mhvillage.com/parks/11149","93","47","2109 N Abbey Circle, Peoria, IL 61604",40.713507806825,-89.646528579081,"Peoria County"
"Mill Point","310 Ash Lane,","East Peoria, IL",61611,"80","https://www.mhvillage.com/parks/11648","73","37","310 Ash Lane, East Peoria, IL 61611",40.781516437783,-89.535953826055,"Woodford County"
"Springfield Court","2506 Springfield Rd #8,","East Peoria, IL",61611,"Not found","https://www.mhvillage.com/parks/107352","87","44","2506 Springfield Rd #8, East Peoria, IL 61611",40.63344999246,-89.555640318224,"Tazewell County"
"Broadview Estates East Peoria","1085 Spring Bay Road,","East Peoria, IL",61611,"148","https://www.mhvillage.com/parks/11439","105","53","1085 Spring Bay Road, East Peoria, IL 61611",40.746002691214,-89.523113001847,"Tazewell County"
"Hiatt's Hide-Away","119 Hiatt Ln,","East Peoria, IL",61611,"Not found","https://www.mhvillage.com/parks/106688","105","53","119 Hiatt Ln, East Peoria, IL 61611",40.724245659413,-89.527666638385,"Tazewell County"
"Meadows Of Bloomington","102 Filbert Drive,","Bloomington, IL",61705,"190","https://www.mhvillage.com/parks/11057","88","44","102 Filbert Drive, Bloomington, IL 61705",40.42674215996,-88.98979270318,"McLean County"
"Huffman Mobile Home Park","Rural Route #Q,","Midland City, IL",61727,"Not found","https://www.mhvillage.com/parks/107070","87","44","Rural Route #Q, Midland City, IL 61727",40.1446911,-88.9751558,"DeWitt County"
"Ridgeview Mobile Home Park","R.r. 2 -Il Route 51,","South Clinton, IL",61727,"Not found","https://www.mhvillage.com/parks/107062","87","44","R.r. 2 -Il Route 51, South Clinton, IL 61727",40.150978107563,-88.985571207255,"DeWitt County"
"South Cooksville Mobile Home Park","Rr 1 Box 110,","Cooksville, IL",61730,"9","https://www.mhvillage.com/parks/11063","88","44","Rr 1 Box 110, Cooksville, IL 61730",40.5415958,-88.716875,"McLean County"
"Heartland Properties MHP","Main St And Orange St,","El Paso, IL",61738,"Not found","https://www.mhvillage.com/parks/107232","105","53","Main St And Orange St, El Paso, IL 61738",40.737423017033,-89.008423997559,"Woodford County"
"Timberline Mobile Home Park","7 Pynes Drive,","Goodfield, IL",61742,"103","https://www.mhvillage.com/parks/31480","91","46","7 Pynes Drive, Goodfield, IL 61742",40.642184438483,-89.255554857317,"Woodford County"
"Swanzy's Trailer Park","509 South Buchanan Place,","Heyworth, IL",61745,"16","https://www.mhvillage.com/parks/11071","87","44","509 South Buchanan Place, Heyworth, IL 61745",40.309339985395,-88.977789985471,"McLean County"
"Highway Inn Trailer Court","9051 Bucks Rd,","Heyworth, IL",61745,"Not found","https://www.mhvillage.com/parks/107266","87","44","9051 Bucks Rd, Heyworth, IL 61745",40.265182484996,-88.975440873287,"DeWitt County"
"Marcum's Trailer Court","208 W Vine St,","Leroy, IL",61752,"29","https://www.mhvillage.com/parks/105360","88","44","208 W Vine St, Leroy, IL 61752",40.343190930012,-88.764239879681,"McLean County"
"Westwind Estates","25101 South Main,","Lexington, IL",61753,"Not found","https://www.mhvillage.com/parks/69151","105","53","25101 South Main, Lexington, IL 61753",40.650481638158,-88.845327537155,"McLean County"
"Vermillion Estates","1225 4H Park Road,","Pontiac, IL",61764,"140","https://www.mhvillage.com/parks/10863","105","53","1225 4H Park Road, Pontiac, IL 61764",40.88842379902,-88.650400055875,"Livingston County"
"Neighbors of Hickory Hill","973 County Road 2250,","Secor, IL",61771,"Not found","https://www.mhvillage.com/parks/129184","91","46","973 County Road 2250, Secor, IL 61771",40.730609491835,-89.11082893842,"Woodford County"
"Carriage Estates (Chief Illini)","63 1/2 Shemauger Trail,","Urbana, IL",61802,"64","https://www.mhvillage.com/parks/10246","103","52","63 1/2 Shemauger Trail, Urbana, IL 61802",40.119254137445,-88.177381347947,"Champaign County"
"Carriage Estates MHC, LLC","58 Bridle Lane,","Urbana, IL",61802,"57","https://www.mhvillage.com/parks/10245","103","52","58 Bridle Lane, Urbana, IL 61802",40.117913954946,-88.180338483388,"Champaign County"
"Liberty Estate Commons MHC, LLC","1776 Independence,","Urbana, IL",61802,"433","https://www.mhvillage.com/parks/74639","104","52","1776 Independence, Urbana, IL 61802",40.134188341971,-88.187442146329,"Champaign County"
"Woods Edge MHC, LLC","202 Apple Tree Drive,","Urbana, IL",61802,"170","https://www.mhvillage.com/parks/10265","103","52","202 Apple Tree Drive, Urbana, IL 61802",40.141798900506,-88.206797469504,"Champaign County"
"Northwood Estates MHC, LLC","5 Northwood Circle,","Urbana, IL",61802,"113","https://www.mhvillage.com/parks/10258","104","52","5 Northwood Circle, Urbana, IL 61802",40.139571828833,-88.189870132222,"Champaign County"
"Spruce Commons MHC, LLC","1 Fern St.,","Urbana, IL",61802,"34","https://www.mhvillage.com/parks/110926","103","52","1 Fern St., Urbana, IL 61802",40.138901883896,-88.206569803314,"Champaign County"
"Country View Estates","1604 East Olympian Road,","Urbana, IL",61802,"Not found","https://www.mhvillage.com/parks/10249","104","52","1604 East Olympian Road, Urbana, IL 61802",40.157087617627,-88.18609676705,"Champaign County"
"Country Manor Mh Park","1513 County Road 2300 N,","Urbana, IL",61802,"Not found","https://www.mhvillage.com/parks/57658","104","52","1513 County Road 2300 N, Urbana, IL 61802",40.214302195336,-88.179679414341,"Champaign County"
"Sunny Oak Mobile Home Park","27644 N 1700 E Rd,","Bismarck, IL",61814,"36","https://www.mhvillage.com/parks/11456","101","51","27644 N 1700 E Rd, Bismarck, IL 61814",40.265586995643,-87.623936015937,"Vermilion County"
"Country Tyme Estates","1301 East Leverett Road #31,","Champaign, IL",61821,"44","https://www.mhvillage.com/parks/10202","104","52","1301 East Leverett Road #31, Champaign, IL 61821",40.188477258286,-88.219617422772,"Champaign County"
"Frazier Acres","537 Country Rd 1600 N,","Champaign, IL",61822,"Not found","https://www.mhvillage.com/parks/106838","101","51","537 Country Rd 1600 N, Champaign, IL 61822",40.112511902169,-88.362945284863,"Champaign County"
"Thomas Mobile Home Park","55 Greenwood Cemetery Road,","Danville, IL",61832,"25","https://www.mhvillage.com/parks/11480","104","52","55 Greenwood Cemetery Road, Danville, IL 61832",40.106375594673,-87.618884661989,"Vermilion County"
"Coach Light Mobile Home Park","12 Coachlight Drive,","Danville, IL",61832,"44","https://www.mhvillage.com/parks/11459","104","52","12 Coachlight Drive, Danville, IL 61832",40.091946609361,-87.648424668074,"Vermilion County"
"Danville Mobile Home Park","300 Spelter Avenue,","Danville, IL",61832,"90","https://www.mhvillage.com/parks/11473","104","52","300 Spelter Avenue, Danville, IL 61832",40.074232085643,-87.63977337053,"Vermilion County"
"Castleberrys Pondview Mh Park","310 Blackford St,","Danville, IL",61832,"Not found","https://www.mhvillage.com/parks/57958","104","52","310 Blackford St, Danville, IL 61832",40.133466492469,-87.668366221557,"Vermilion County"
"Coachlight Mobile Home Park","1 Coachlight Dr,","Danville, IL",61832,"Not found","https://www.mhvillage.com/parks/57662","104","52","1 Coachlight Dr, Danville, IL 61832",40.092104147231,-87.64938070795,"Vermilion County"
"Glen Ayre Mobile Home Park","540 E 14th St,","Danville, IL",61832,"Not found","https://www.mhvillage.com/parks/106990","104","52","540 E 14th St, Danville, IL 61832",40.101343947479,-87.63365821297,"Vermilion County"
"Shelby Mobile Home Park","204 East Hegeler Lane,","Danville, IL",61832,"Not found","https://www.mhvillage.com/parks/11469","104","52","204 East Hegeler Lane, Danville, IL 61832",40.075911399944,-87.627783477133,"Vermilion County"
"Joanna's Kountry Kourt","14113 Murray Clark Rd,","Danville, IL",61834,"Not found","https://www.mhvillage.com/parks/107204","104","52","14113 Murray Clark Rd, Danville, IL 61834",40.074079493095,-87.609501205203,"Vermilion County"
"Neild's Mobile Manor","1710 N Main St,","Georgetown, IL",61846,"Not found","https://www.mhvillage.com/parks/11485","102","51","1710 N Main St, Georgetown, IL 61846",39.990582871246,-87.637827260251,"Vermilion County"
"Shelbys Mh Park","710 Mill Rd,","Georgetown, IL",61846,"Not found","https://www.mhvillage.com/parks/57895","102","51","710 Mill Rd, Georgetown, IL 61846",39.978491431092,-87.624676221807,"Vermilion County"
"Camelot Estates","2380 County Road 3100 N,","Gifford, IL",61847,"11","https://www.mhvillage.com/parks/57893","101","51","2380 County Road 3100 N, Gifford, IL 61847",40.328152706068,-88.005654256794,"Champaign County"
"Candlewood Estates","808 North Prairie View Road,","Mahomet, IL",61853,"650","https://www.mhvillage.com/parks/10211","101","51","808 North Prairie View Road, Mahomet, IL 61853",40.203843214644,-88.361561684106,"Champaign County"
"Cramer Trailer Haven","6 Carter Dr,","Oakwood, IL",61858,"Not found","https://www.mhvillage.com/parks/57775","104","52","6 Carter Dr, Oakwood, IL 61858",40.117293149287,-87.703449264031,"Vermilion County"
"Lawndale Mh Park","2630 Batestown Rd,","Oakwood, IL",61858,"Not found","https://www.mhvillage.com/parks/57774","104","52","2630 Batestown Rd, Oakwood, IL 61858",40.118004689048,-87.706391144407,"Vermilion County"
"Eastside Mobile Home Village","1938 County Road 3000 N,","Rantoul, IL",61866,"Not found","https://www.mhvillage.com/parks/10216","101","51","1938 County Road 3000 N, Rantoul, IL 61866",40.314193149244,-88.089724745643,"Champaign County"
"Cooper Estates","County Rd 1600 N,","Seymour, IL",61875,"16","https://www.mhvillage.com/parks/11720","101","51","County Rd 1600 N, Seymour, IL 61875",40.112984753241,-88.417445329232,"Champaign County"
"Westview Manor","Sheridan Center-West St,","Seymour, IL",61875,"Not found","https://www.mhvillage.com/parks/107058","101","51","Sheridan Center-West St, Seymour, IL 61875",40.107678601731,-88.433114501122,"Champaign County"
"North Side Mobile Home Park","18 N First St,","Bethany, IL",61914,"Not found","https://www.mhvillage.com/parks/106974","107","54","18 N First St, Bethany, IL 61914",39.651081301109,-88.742370656106,"Moultrie County"
"Longacre Estates","530 Reynolds Dr., #137,","Charleston, IL",61920,"124","https://www.mhvillage.com/parks/10312","101","51","530 Reynolds Dr., #137, Charleston, IL 61920",39.493723306569,-88.194645973013,"Coles County"
"Seven Hickory Estates","17336 E County Rd 1400N,","Charleston, IL",61920,"Not found","https://www.mhvillage.com/parks/58004","101","51","17336 E County Rd 1400N, Charleston, IL 61920",39.578495276896,-88.152016032558,"Coles County"
"Lakeview Ranch","1 Lakeview Road,","Gays, IL",61928,"137","https://www.mhvillage.com/parks/74510","101","51","1 Lakeview Road, Gays, IL 61928",39.375998511599,-88.463861746828,"Coles County"
"Green Acres MHC","10055 Us Hwy 45,","Mattoon, IL",61938,"Not found","https://www.mhvillage.com/parks/106842","101","51","10055 Us Hwy 45, Mattoon, IL 61938",39.521160837971,-88.359128669072,"Coles County"
"New Haven Mobile Home Park","319 West Blackburn Road,","Paris, IL",61944,"Not found","https://www.mhvillage.com/parks/10481","102","51","319 West Blackburn Road, Paris, IL 61944",39.622311089012,-87.700648283447,"Edgar County"
"Sutton Place","1244 N Main St,","Paris, IL",61944,"Not found","https://www.mhvillage.com/parks/106870","102","51","1244 N Main St, Paris, IL 61944",39.639197732154,-87.691531119725,"Edgar County"
"Parkview Mobile Home Court","1 Parkview Trailer Court,","Tuscola, IL",61953,"30","https://www.mhvillage.com/parks/10468","101","51","1 Parkview Trailer Court, Tuscola, IL 61953",39.7998342,-88.2871675,"Douglas County"
"Prairie View Acres","932 East County Road 750 North,","Tuscola, IL",61953,"26","https://www.mhvillage.com/parks/37534","101","51","932 East County Road 750 North, Tuscola, IL 61953",39.760310407616,-88.292943401399,"Douglas County"
"Waymire Mobile Home Park","Waymire Ln,","Villa Grove, IL",61956,"Not found","https://www.mhvillage.com/parks/107196","101","51","Waymire Ln, Villa Grove, IL 61956",39.857634149438,-88.167247397921,"Douglas County"
"Neumann's Old Oak Ridge Manufactured Home Community","100 S Wesley Dr,","East Alton, IL",62024,"54","https://www.mhvillage.com/parks/10951","111","56","100 S Wesley Dr, East Alton, IL 62024",38.885393356385,-90.061576184845,"Madison County"
"Airline Mh Village","11 Fern Lane,","East Alton, IL",62024,"Not found","https://www.mhvillage.com/parks/10947","111","56","11 Fern Lane, East Alton, IL 62024",38.887085620727,-90.082287951411,"Madison County"
"Quail Run Mobile Home Community","5100 Kay Lane,","Edwardsville, IL",62025,"67","https://www.mhvillage.com/parks/10958","112","56","5100 Kay Lane, Edwardsville, IL 62025",38.788355979504,-90.028833621195,"Madison County"
"Wheel Ranch Mobile Home Park","1 Wheel Ranch Park,","Glen Carbon, IL",62034,"32","https://www.mhvillage.com/parks/10945","111","56","1 Wheel Ranch Park, Glen Carbon, IL 62034",38.74048860685,-90.000653662719,"Madison County"
"Sunny Hill","20355 State Highway 3,","Grafton, IL",62037,"Not found","https://www.mhvillage.com/parks/57888","100","50","20355 State Highway 3, Grafton, IL 62037",38.994810049885,-90.418108231583,"Jersey County"
"Sunny Shores Mobile Estates","3120 W Chain Rocks Road,","Granite City, IL",62040,"130","https://www.mhvillage.com/parks/10976","111","56","3120 W Chain Rocks Road, Granite City, IL 62040",38.762997872551,-90.106854136152,"Madison County"
"Holiday Estates MHC, LLC","4419 Horeshoe Lake Road,","Pontoon Beach, IL",62040,"217","https://www.mhvillage.com/parks/10967","112","56","4419 Horeshoe Lake Road, Pontoon Beach, IL 62040",38.696753512461,-90.045719719513,"Madison County"
"Country Mobile Home Park","4536 Highway 162,","Granite City, IL",62040,"Not found","https://www.mhvillage.com/parks/57883","112","56","4536 Highway 162, Granite City, IL 62040",38.728875899095,-90.049992059381,"Madison County"
"Rocwood Mobile Home Park","45 Carroll Wood Drive,","Wood River, IL",62095,"112","https://www.mhvillage.com/parks/10989","111","56","45 Carroll Wood Drive, Wood River, IL 62095",38.858263776106,-90.070934747379,"Madison County"
"Santa Barbara Village","6 Santa Barbara Lane,","East Saint Louis, IL",62203,"Not found","https://www.mhvillage.com/parks/11378","113","57","6 Santa Barbara Lane, East Saint Louis, IL 62203",38.603030088638,-90.059219780406,"Saint Clair County"
"Pheasant Run Mobile Home Community","87 Circle Creek Lane,","Cahokia, IL",62206,"123","https://www.mhvillage.com/parks/11377","114","57","87 Circle Creek Lane, Cahokia, IL 62206",38.574707176804,-90.183714176614,"Saint Clair County"
"Colonial","2820 Calvin Boulevard,","East Saint Louis, IL",62206,"Not found","https://www.mhvillage.com/parks/11364","114","57","2820 Calvin Boulevard, East Saint Louis, IL 62206",38.549042962747,-90.132459425429,"Saint Clair County"
"Lazy Acres Mobile Home Park","2800 Calvin Boulevard,","East Saint Louis, IL",62206,"Not found","https://www.mhvillage.com/parks/11370","114","57","2800 Calvin Boulevard, East Saint Louis, IL 62206",38.549465994966,-90.133668184136,"Saint Clair County"
"Thunderbird Court","2839 Camp Jackson Road,","East Saint Louis, IL",62206,"Not found","https://www.mhvillage.com/parks/11380","114","57","2839 Camp Jackson Road, East Saint Louis, IL 62206",38.550254441123,-90.130602833876,"Saint Clair County"
"Meadowbrook","2512 E B Street, Unit B,","Belleville, IL",62221,"176","https://www.mhvillage.com/parks/11322","113","57","2512 E B Street, Unit B, Belleville, IL 62221",38.528175376602,-89.948529205261,"Saint Clair County"
"Villa Court Mobile Home Park","340 Princeton Dr,","Belleville, IL",62223,"Not found","https://www.mhvillage.com/parks/11336","113","57","340 Princeton Dr, Belleville, IL 62223",38.542173110103,-90.070341795739,"Saint Clair County"
"McDonald Mobile Homes & RV","N Belt W &Amp; N Illinois St,","Swansea, IL",62226,"73","https://www.mhvillage.com/parks/127652","113","57","N Belt W &Amp; N Illinois St, Swansea, IL 62226",38.533681281159,-89.983655917451,"Saint Clair County"
"Quail Run Mobile Home Community","500 Anna Street,","Belleville, IL",62226,"Not found","https://www.mhvillage.com/parks/11328","113","57","500 Anna Street, Belleville, IL 62226",38.53156547925,-89.979446860952,"Saint Clair County"
"Varski Properties MHP #1","2919 S Belt West Suite C,","Belleville, IL",62226,"Not found","https://www.mhvillage.com/parks/107026","113","57","2919 S Belt West Suite C, Belleville, IL 62226",38.529406091445,-90.026413179015,"Saint Clair County"
"North Town Trailer Park","1300 Block N 1st St,","Swansea, IL",62226,"Not found","https://www.mhvillage.com/parks/106818","113","57","1300 Block N 1st St, Swansea, IL 62226",38.527268289887,-89.985529711459,"Saint Clair County"
"Swansea Village Mobile Home Park","500 Ann St Swansea Il 62226,","Swansea, IL",62226,"Not found","https://www.mhvillage.com/parks/106702","113","57","500 Ann St Swansea Il 62226, Swansea, IL 62226",38.506429592627,-89.975470248807,"Saint Clair County"
"Quail Run of Caseyville","25 Willow Wood,","Caseyville, IL",62232,"40","https://www.mhvillage.com/parks/105459","112","56","25 Willow Wood, Caseyville, IL 62232",38.63541587658,-89.987907637836,"Saint Clair County"
"Bethel Terrace Mh Park","21 Roberta Dr,","Caseyville, IL",62232,"Not found","https://www.mhvillage.com/parks/11341","112","56","21 Roberta Dr, Caseyville, IL 62232",38.63948197972,-89.978667008681,"Saint Clair County"
"Mc Nallys Mh Community","103 Southern Dr,","Caseyville, IL",62232,"Not found","https://www.mhvillage.com/parks/11345","112","56","103 Southern Dr, Caseyville, IL 62232",38.63840511471,-89.995688810011,"Saint Clair County"
"Quiet Point Village","Quiet Point Rd,","Caseyville, IL",62232,"Not found","https://www.mhvillage.com/parks/106936","112","56","Quiet Point Rd, Caseyville, IL 62232",38.64144294806,-89.997567311703,"Saint Clair County"
"Greenwood Mh Park","1332 Leland St,","Collinsville, IL",62234,"Not found","https://www.mhvillage.com/parks/57971","112","56","1332 Leland St, Collinsville, IL 62234",38.686594645812,-89.961217646469,"Madison County"
"Sunset Mobile Home Park","201 Art St,","Collinsville, IL",62234,"Not found","https://www.mhvillage.com/parks/57966","112","56","201 Art St, Collinsville, IL 62234",38.657793001578,-90.044199996648,"Saint Clair County"
"LepereVillage","69 Lepere Ct,","Dupo, IL",62239,"100","https://www.mhvillage.com/parks/11351","114","57","69 Lepere Ct, Dupo, IL 62239",38.53032931617,-90.186697212135,"Saint Clair County"
"Stoneybrook Manufactured Home Community","62 Stoney At Adams Road,","Dupo, IL",62239,"140","https://www.mhvillage.com/parks/29949","114","57","62 Stoney At Adams Road, Dupo, IL 62239",38.54739101536,-90.203532013206,"Saint Clair County"
"Bluffview","488 Mcbride Avenue,","Dupo, IL",62239,"8","https://www.mhvillage.com/parks/11348","114","57","488 Mcbride Avenue, Dupo, IL 62239",38.541440492748,-90.18848876012,"Saint Clair County"
"Town Talk Mh Park","532 Mcbride Ave Lot A,","Dupo, IL",62239,"Not found","https://www.mhvillage.com/parks/57937","114","57","532 Mcbride Ave Lot A, Dupo, IL 62239",38.540333704343,-90.187002648687,"Saint Clair County"
"E & S Mobile Home Park","Alex & Eddie Street,","East Carondelet, IL",62240,"Not found","https://www.mhvillage.com/parks/11353","114","57","Alex & Eddie Street, East Carondelet, IL 62240",38.54129701552,-90.23441299807,"Saint Clair County"
"South Greenville M H Subdivision","696 Il Route 127,","Greenville, IL",62246,"Not found","https://www.mhvillage.com/parks/57874","110","55","696 Il Route 127, Greenville, IL 62246",38.842772007381,-89.370786999059,"Bond County"
"Lakeview Mobile Home Park","850 West Mc Allister Street,","Lebanon, IL",62254,"Not found","https://www.mhvillage.com/parks/11392","114","57","850 West Mc Allister Street, Lebanon, IL 62254",38.593899136686,-89.828255767854,"Saint Clair County"
"Parkview Terrace Mh Park","677 Scott Troy Rd,","Lebanon, IL",62254,"Not found","https://www.mhvillage.com/parks/57840","109","55","677 Scott Troy Rd, Lebanon, IL 62254",38.613072321104,-89.874464780965,"Saint Clair County"
"Hilltop Court Mobile Home Park","8835 State Route 163,","Millstadt, IL",62260,"Not found","https://www.mhvillage.com/parks/57814","114","57","8835 State Route 163, Millstadt, IL 62260",38.545186700553,-90.101667833562,"Saint Clair County"
"Nashville Mobile Home Park","1149 South Mill Street,","Nashville, IL",62263,"64","https://www.mhvillage.com/parks/11525","109","55","1149 South Mill Street, Nashville, IL 62263",38.335349652141,-89.38116035861,"Washington County"
"New Athens Mobile Home Park","2234 Dormaru Drive,","New Athens, IL",62264,"82","https://www.mhvillage.com/parks/11409","115","58","2234 Dormaru Drive, New Athens, IL 62264",38.302689105413,-89.863398070384,"Saint Clair County"
"Castle Acres","1713 West Us Hwy 50, #60,","O Fallon, IL",62269,"167","https://www.mhvillage.com/parks/11410","112","56","1713 West Us Hwy 50, #60, O Fallon, IL 62269",38.592575515861,-89.958792966711,"Saint Clair County"
"Shiloh Mobile Home Park","109 South High Street,","O Fallon, IL",62269,"52","https://www.mhvillage.com/parks/11419","113","57","109 South High Street, O Fallon, IL 62269",38.560627339669,-89.898972962936,"Saint Clair County"
"S & H O Fallon Mobile Home Park","1605 West Us Highway 50,","O Fallon, IL",62269,"Not found","https://www.mhvillage.com/parks/11417","112","56","1605 West Us Highway 50, O Fallon, IL 62269",38.592554715936,-89.955176305936,"Saint Clair County"
